reward
25.0
13.0
15.0
26.0
14.0
19.0
11.0
22.0
21.0
13.0
12.0
15.0
18.0
17.0
26.0
28.0
10.0
19.0
19.0
29.0
16.0
18.0
12.0
32.0
15.0
36.0
25.0
9.0
18.0
18.0
9.0
18.0
9.0
13.0
47.0
39.0
25.0
22.0
28.0
16.0
19.0
19.0
14.0
23.0
44.0
15.0
24.0
22.0
20.0
17.0
17.0
21.0
16.0
26.0
17.0
51.0
17.0
22.0
19.0
41.0
25.0
15.0
21.0
17.0
16.0
13.0
21.0
25.0
18.0
41.0
34.0
32.0
32.0
30.0
16.0
44.0
68.0
12.0
14.0
30.0
16.0
25.0
30.0
20.0
17.0
74.0
50.0
25.0
53.0
21.0
24.0
17.0
18.0
14.0
85.0
38.0
27.0
11.0
10.0
38.0
14.0
22.0
55.0
50.0
18.0
35.0
42.0
17.0
19.0
19.0
19.0
23.0
49.0
16.0
32.0
13.0
37.0
25.0
17.0
38.0
31.0
31.0
105.0
68.0
23.0
62.0
19.0
45.0
12.0
10.0
34.0
35.0
43.0
33.0
18.0
9.0
42.0
29.0
14.0
14.0
16.0
22.0
36.0
74.0
16.0
20.0
22.0
33.0
21.0
38.0
50.0
38.0
47.0
17.0
22.0
30.0
26.0
18.0
64.0
52.0
45.0
19.0
147.0
20.0
28.0
23.0
15.0
26.0
21.0
18.0
17.0
35.0
16.0
45.0
17.0
47.0
33.0
18.0
41.0
17.0
27.0
32.0
19.0
17.0
14.0
18.0
12.0
37.0
23.0
10.0
21.0
18.0
62.0
40.0
40.0
35.0
71.0
28.0
16.0
41.0
16.0
28.0
67.0
12.0
22.0
35.0
58.0
31.0
12.0
20.0
14.0
21.0
31.0
12.0
30.0
48.0
55.0
26.0
27.0
12.0
23.0
19.0
26.0
21.0
10.0
15.0
26.0
79.0
17.0
42.0
14.0
24.0
32.0
13.0
24.0
18.0
36.0
17.0
19.0
43.0
18.0
33.0
22.0
17.0
16.0
16.0
23.0
18.0
18.0
11.0
16.0
77.0
38.0
74.0
30.0
60.0
18.0
27.0
16.0
38.0
29.0
24.0
29.0
36.0
21.0
13.0
13.0
30.0
58.0
29.0
19.0
17.0
11.0
13.0
21.0
46.0
31.0
20.0
22.0
83.0
40.0
18.0
39.0
21.0
12.0
49.0
23.0
30.0
37.0
20.0
17.0
75.0
18.0
23.0
13.0
56.0
180.0
17.0
38.0
25.0
15.0
15.0
48.0
29.0
22.0
50.0
75.0
82.0
26.0
42.0
85.0
47.0
18.0
31.0
45.0
34.0
48.0
28.0
47.0
69.0
44.0
20.0
17.0
40.0
28.0
25.0
27.0
39.0
14.0
64.0
120.0
40.0
34.0
52.0
22.0
13.0
15.0
15.0
41.0
12.0
90.0
98.0
28.0
34.0
25.0
20.0
17.0
34.0
13.0
35.0
20.0
55.0
56.0
22.0
18.0
89.0
49.0
62.0
15.0
107.0
17.0
74.0
40.0
43.0
18.0
41.0
34.0
26.0
11.0
39.0
19.0
147.0
20.0
31.0
147.0
48.0
107.0
41.0
27.0
15.0
16.0
26.0
19.0
41.0
12.0
12.0
44.0
9.0
26.0
12.0
12.0
11.0
19.0
17.0
